geek_rating,complexity,min_players,max_players,min_time,max_time,min_suggested_age,publisher_freq,min_time_was_missing,max_time_was_missing,min_suggested_age_was_missing,cat_Abstract Strategy,cat_Action,cat_Adventure,cat_Ancient,cat_Animals,cat_Bluffing,cat_Card Game,cat_Children's Game,cat_City Building,cat_Civilization,cat_Deduction,cat_Dexterity,cat_Dice,cat_Economic,cat_Exploration,cat_Fantasy,cat_Fighting,cat_Horror,cat_Humor,cat_Medieval,cat_Miniatures,cat_Movies,cat_Mythology,cat_Nautical,cat_Negotiation,cat_Novel-based,cat_Party Game,cat_Political,cat_Print & Play,cat_Puzzle,cat_Racing,cat_Radio theme,cat_Real-time,cat_Science Fiction,cat_Sports,cat_TV,cat_Territory Building,cat_Transportation,cat_Wargame,cat_World War II,mec_Action Point Allowance System,mec_Action Points,mec_Area Control,mec_Area Influence,mec_Area Majority,mec_Area Movement,mec_Auction/Bidding,mec_Battle Card Driven,mec_Campaign,mec_Campaign Game,mec_Card Drafting,mec_Co-operative Play,mec_Cooperative Game,mec_Deck,"mec_Deck, Bag, and Pool Building",mec_Dice Rolling,mec_End Game Bonuses,mec_Grid Movement,mec_Hand Management,mec_Hex-and-Counter,mec_Hexagon Grid,mec_Influence,mec_Memory,mec_Mission,mec_Modular Board,mec_Open Drafting,mec_Partnerships,mec_Pattern Building,mec_Pattern Recognition,mec_Pick-up and Deliver,mec_Player Elimination,mec_Point to Point Movement,mec_Pool Building,mec_Press Your Luck,mec_Push Your Luck,mec_Role Playing,mec_Roll,mec_Route/Network Building,mec_Scenario,mec_Secret Unit Deployment,mec_Set Collection,mec_Simulation,mec_Simultaneous Action Selection,mec_Solitaire Game,mec_Solo,mec_Spin and Move,mec_Storytelling,mec_Take That,mec_Tile Placement,mec_Trading,mec_Variable Phase Order,mec_Variable Player Powers,mec_Variable Set-up,mec_Voting,mec_Worker Placement,desc_topic_0,desc_topic_1,desc_topic_2,desc_topic_3,desc_topic_4,desc_topic_5,desc_topic_6,desc_topic_7,desc_topic_8,desc_topic_9,desc_topic_10,desc_topic_11,desc_topic_12,desc_topic_13,desc_topic_14,desc_topic_15,desc_topic_16,desc_topic_17,desc_topic_18,desc_topic_19,desc_topic_20,desc_topic_21,desc_topic_22,desc_topic_23,desc_topic_24,desc_topic_25,desc_topic_26,desc_topic_27,desc_topic_28,desc_topic_29,desc_topic_30,desc_topic_31,desc_topic_32,desc_topic_33,desc_topic_34,desc_topic_35,desc_topic_36,desc_topic_37,desc_topic_38,desc_topic_39,desc_topic_40,desc_topic_41,desc_topic_42,desc_topic_43,desc_topic_44,desc_topic_45,desc_topic_46,desc_topic_47,desc_topic_48,desc_topic_49,desc_topic_50,desc_topic_51,desc_topic_52
5.966,1.93,2,5,35,35,7,0.0026290630975143404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.07833220970482799,0.3262815932769534,-0.1285250028309339,0.003576801067962247,0.10494159183461511,-0.0073433913017612595,-0.08525736718632412,-0.13998446757949493,-0.07501899609031809,0.061976683031392504,0.10267005677279592,-0.14044174961743092,0.09993256144542419,-0.015904723155490647,0.1455711057740589,-0.09557203933273892,0.08374865385279195,-0.08708360498095898,-0.10885081481682522,0.09227578789657567,0.13987774655530893,-0.07785042582589648,0.23889102204358847,0.2297510952826891,0.026511175971303078,-0.006514371536987857,-0.061453440673737536,-0.09491198215893606,0.29193230650457125,0.05394192055369842,-0.09271173918737273,0.027473759879823183,0.09196184559221791,-0.11208780633028652,-0.038370714535830214,0.04496045572400214,-0.12110077377606548,0.010477252059814451,-0.015474748528470667,0.0026783019118209444,0.025586966057402474,-0.030204427817394266,-0.001085514207611514,-0.013512365648474195,0.04765222642023101,-0.024672955091501223,-0.0425884017354921,0.018245283524904916,0.032751128513843965,0.0057090870904033695,0.01766636050399937,-0.03791743123681747,0.019202598006883887
5.966,1.0,4,8,30,30,17,0.0007170172084130019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.966,2.45,2,5,30,120,10,0.0005975143403441683,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.056212845685915204,0.018271658384320596,0.09146000649124143,-0.0311498454869987,-0.07458504073069427,-0.028519364281103486,0.03313995040468685,0.0009444451185794285,0.09551855562579403,0.007886610276818605,0.08658651980537382,-0.1402244471693404,-0.042324064835095355,-0.014558864836361216,0.09048405121564926,-0.09590782167027562,-0.09913346402334333,0.22809081899909328,0.0029284259904601958,0.037989344101241586,0.11305827181584278,0.1778552654315429,-0.04970587251942261,-0.05424839780559156,-0.04837477353067312,-0.04187321182592723,-0.014734793498235792,-0.12269705298731448,0.013072656262221549,0.023594390305802425,0.021790274008895084,0.0821971910199847,-0.0634379230443828,-0.01639550882619432,-0.027966144723707727,0.01927082541674904,-0.04782931651196034,0.05688691766410755,0.0628076553626805,0.009894995404889586,-0.020184822119992847,0.06909266237959064,-0.05435297689782279,0.22993700236293393,-0.05553461808441455,-0.06147725153516421,-0.06348682291354961,-0.03553284427698998,-0.09137940871669553,-0.006534050254130782,0.07150863849544092,-0.08790627256561223,-0.00430819384073161
5.965,2.81,1,4,120,120,13,0.0005975143403441683,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14645275520034584,-0.010501491472511532,0.030002004148656874,0.07987202295160048,-0.07303721755130385,-0.21080564754483172,0.1332453110394811,0.03277014961773498,-0.007847965779059874,-0.021286848527520566,0.14026765743774064,0.0063369388915201445,-0.04263853732515521,0.02492171018320638,0.05637653685820968,-0.028849966465529345,-0.06421535385052339,0.09597772968115284,-0.0001623203394920036,0.012835558419164957,0.03304592900111731,0.056633127618632366,0.022543437856480296,0.015177497757838977,-0.03640623776761174,-0.0025674401391419443,-0.08942242564285457,-0.060854558550677,-0.022185481611429695,-0.007951381788716322,0.07724804954590264,0.00759799410952678,-0.032142445372523476,-0.03162446193786312,-0.04983747184920217,0.04435420712707431,-0.03418959891890773,-0.024067055898331965,0.006850102284793455,0.0720646881156977,0.07265845718805168,-0.021928472423672213,-0.014056365988987431,-0.038008613122724313,0.03205499416844945,-0.0493555358580772,-0.012668500550360002,0.04569492336081443,0.01628178287895513,0.040320650410748705,-0.013150351210827664,0.22933709864173718,0.03960140209605256
5.964,1.79,2,4,30,30,14,0.00011950286806883365,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.028409196714895037,0.02775546224547635,0.000983586113792431,0.002227334364569297,-0.02598435849918646,0.031454939421358914,-0.008428794821913608,0.048797427219434114,0.01936494245416651,-0.03041520411853619,0.015905041300517894,-0.07650623747151954,-0.07191089157907314,-0.0267763639636784,0.022393865584186178,0.11566347528654367,-0.015977086096650366,-0.018953126527658994,0.06510421699689915,0.08679236383742199,-0.10728465988382271,-0.019747388182647745,-0.06667958777468304,0.011854180453409177,0.2905726027583597,-0.23136906619485867,-0.03158808200243629,0.058037337984090075,0.07876671865712631,0.03736924988737878,0.15815347164599683,0.042630071862994744,-0.018473905669269507,-0.03286303807737511,-0.06364372524701614,-0.04535350390693356,-0.04061663464278609,-0.05804905061394054,-0.031865304217343356,0.023404667817523088,0.013574468701422301,-0.025189506983588066,0.007269143218919706,0.04272338131795282,-0.022108124102253397,0.023204747022209454,-0.04553292939638265,-0.06592885434714588,0.0008415634864906672,-0.000806377728327529,-0.0218973468636051,-0.002242968745236442,0.014533418369018485
5.964,1.94,2,5,30,45,12,0.02127151051625239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.05931947964840009,0.004939988542616441,0.0712854532543539,-0.039453081773691445,-0.035731744549548285,-0.022263908427030042,0.005130787933911371,-0.01700084236472043,-0.0012194133398069802,0.05608620156577884,-0.035963185034200075,-0.012039736293179353,-0.00014076636660035908,-0.0021295167203486233,0.0073973468444102405,-0.06758474994554821,-0.007834998776402818,0.05273713405005298,0.0008097548389347656,0.0009603740181407778,-0.010738397569982936,0.017604366939523365,-0.0028939894059296853,0.045466032662630856,-0.020429341549977754,0.001417434843071972,-0.060839425604328014,0.01151123579065991,0.015193297296258972,-0.014479733781372496,0.0051494227569373625,-0.008220939243592589,0.011717341197064971,0.0018669141031082866,-0.03357053736399381,-0.003693717109861331,0.01314635584961342,-7.483388349019317e-05,-0.05373324869698687,-0.010181144477262224,-0.029366129504855114,-0.011986213295930599,0.02348870932072289,-0.02518723489020404,-0.06769772745237794,0.0005139222634136763,0.007591943987368569,-0.06557450951199115,0.020654716304886363,0.05090896715171046,-0.02942357690077494,0.041657269151014725,-0.013183758862165797
5.963,3.27,1,3,60,120,12,0.0010755258126195029,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.030600202837674503,-0.006788271364760987,-0.01603271848546219,0.008754055019003792,-0.02207897831243874,0.0011384965906146918,0.007512897276968043,-0.012399300107235611,0.004804035226363931,-0.004134900306722597,0.023894560385641927,-0.005456806652456968,0.008278842955107758,-0.017321728876056198,0.016972002358210163,-0.005471912060596772,-0.0018921945675161025,0.013432313603886059,-0.007281917393272306,-0.006911592980327834,-0.008937964480347959,-0.010672248869047747,0.006381559713349946,0.003528235379913137,-0.00239257932105191,-0.004326296168136296,0.007195677960644368,0.006711418881862091,0.002790982967215771,0.027068776512888658,0.003320015689681241,0.005458034939383206,0.0066391798015142875,-0.016508408610670905,0.014333852274595035,0.019079624920642253,-0.018278143546456432,-0.014826214787807108,0.02628514514811304,-0.009285537583340407,0.01098446893481201,0.0396551559493164,0.0040704228654630135,0.016390537151792887,0.002770391685545697,0.01764661555045889,-0.02201170797477975,0.027890134540796717,0.008002835049535535,-0.014714076602955272,-0.0006056988771109524,0.010680368379397032,-0.02722476891710371
5.963,1.55,2,4,45,60,8,0.0008365200764818356,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036341060951866774,0.0257244650801221,0.017779184589196154,0.0012619098759125145,-0.04760361086498297,0.030012996922301242,0.006297139788834522,0.031521324929957815,0.03314003225969433,-0.10750527094030096,0.04527522621686155,-0.06910859072126746,-0.06681207813966214,-0.04780387894818137,0.03956049353935388,0.03546902819550556,-0.025453936614813873,0.0452983611080589,0.07890724389391314,0.002462517529721188,0.028625993398532362,0.024992194949895716,-0.02811268591033706,-0.02963440694730693,0.05097132168344396,-0.05476380270776984,0.02634226980219264,-0.009117272203079358,0.014634841857566683,0.04910294231973262,-0.0361241012965052,-0.02721646382490555,0.10503933219451364,-0.024277801220640507,0.03593415993009853,-0.02473728044605232,-0.02212140817723572,-0.0056842167081733955,0.01037469619020276,-0.024068804201148535,-0.028428653906904865,0.07449935051224713,0.022719852877208985,-0.16649797845028744,-0.009028350061236824,0.057936674467023594,0.10895404258823536,-0.027280063551473967,0.30357140991066534,-0.18060929400888848,0.05264105941710084,-0.038618765330799,0.02884251839895967
5.962,1.05,3,6,15,15,6,0.01732791586998088,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1474373291500098,-0.005458134796503677,0.12892497906906916,0.004240628970241413,0.14393104266423257,-0.007300715886152318,0.037209598218707764,0.017460516494684403,0.0051496122384302985,-0.007044450027384505,-0.03306883458389595,0.0015950511837003849,0.01320844536478127,-0.0034303936611596387,-0.0179072182221655,-0.012727497089668274,0.01668474150338824,-0.029506081935924654,0.0032053556677982486,-0.007672123786199672,0.025186093774876482,0.0019487891613490266,-0.013252186273617777,-0.017335333999977512,0.030730053243099412,0.00032922037023161866,0.005865978961467452,-0.009132963857829695,-0.011221263820337044,0.009864463898329665,0.004546582290653132,0.017100601553744953,0.017755680463134166,-0.013661146661486236,0.018788441925551538,-0.0027003871248247715,0.007833482698743248,0.03659063143636642,0.0331397474521926,0.012975734254154062,-0.002654365349247902,0.00775003724953165,-0.0034090507047636713,0.016300443746640473,0.003247801405837217,0.05280515147818354,-0.008123262037671674,0.0009726435841711568,-0.03497897309605702,0.011955779289222649,-0.0012884016083724286,-0.01019390681878327,-0.008735767798832868
5.962,1.17,3,7,45,45,10,0.00011950286806883365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.024266731123654774,-0.004046067247818798,-0.011927751620715191,0.014192224828981758,0.003529529553089861,0.007650705614772648,-0.0112522444898463,0.002316175265762845,-0.006368793669928527,0.0027744364459864747,-0.001113567460436251,-0.023277733465731247,-0.00950344138006404,0.0043404203980534645,-0.0034984647900184107,0.008258760751961794,0.0031164356260410422,-0.013707773506720027,0.002921995831032034,0.03841487118126795,-0.042992303828153625,-0.005873406755339612,-0.010741896557231904,-0.006246120810642488,7.84338383489566e-05,-0.028277755492232305,-0.021647650026708334,0.002871562764244988,0.012585765552042279,-0.04090096278633725,0.010290358252315734,-0.012285524594531244,0.004561342378663147,0.02211153883117377,-0.026841690128187098,-0.001563564766476476,0.029759072903968377,0.016118854925152692,-0.035746671340810186,0.02467321494857547,-0.016713332165935967,0.028175334809085437,-0.04489596096831786,-0.0026870878572345766,0.02074096621251488,-0.05078085017607834,-0.054745991586972985,-0.031041568222532408,-0.005848901025793137,-0.043126961362657555,0.05131041640417059,-0.03484671431774452,-0.00844706016903736
5.962,3.04,3,5,75,120,12,0.00621414913957935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.28570334556780985,0.2261230251217721,-0.07330968900651894,0.013911074025220028,0.01830012510680473,0.12876567654956456,0.009467660865466052,-0.07149915517138329,-0.016486800620321124,0.003013947448934807,0.00796366723698214,0.026815570813832824,0.010691986044768988,0.08273197640284646,-0.035692720796687956,-0.009254426609322965,-0.048397983463780346,-0.05404894668506556,0.011387372958951788,0.014522939890544916,-0.0381210297265904,0.14132677470382327,0.04984788869808897,0.03490097816622002,-0.005788049795568825,0.0474568399692673,-0.07836447641325471,0.12881469106161408,-0.017692525373404086,0.01596906978933846,-0.024072779792886245,0.03967820420927151,0.030741109045311868,0.004962869134637729,-0.03440234756086845,0.0019369365176291273,-0.018594500456579326,-0.027838129590253245,-0.011335340723586705,0.09519568107401494,-0.04825427703406943,0.009043992662321095,0.03343199703277584,0.007298496344823774,0.07762321396138278,0.05939334887240735,-0.03808308707671055,-0.014741063532798299,-0.03117633711624876,0.06856221645641485,0.03677924705325725,0.019426113565238875,0.0033506870667398786
5.962,1.92,2,5,50,50,10,0.009560229445506692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03891911985213395,0.02888266315173643,0.0032070897733364047,0.007295050909869989,0.021042275509997894,0.021564716858194173,-0.015819501747207792,-0.015158676894477611,0.005003325864613551,-0.017401297759101333,-0.021006259483111328,0.043947744355035845,-0.005630293003275265,0.01843101561908131,0.029002363679797246,0.00570176737443522,0.009044246916862276,-0.006994844781633218,0.012950803369533026,-0.022771380629471583,-0.016076874918633754,0.06715727494303411,0.11884355332488193,-0.08951127170762123,-0.03447712054714499,0.0010415035907263136,-0.03729088733064512,0.07481748484076516,0.01952001539910419,0.18035314428312318,-0.0563732180585837,-0.010491289947127896,-0.08884959086398883,0.027864476463001588,-0.09863429165133511,-0.05786547033637071,-0.025427131844570572,-0.04059400484266951,-0.030175332059516495,-0.007995766963260584,0.02220280365772931,0.01125066891630488,0.056187137320368084,0.009881461107234327,-0.02930647928065118,-0.001202735648623829,0.055774993315946104,-0.06807576749465045,0.011032375875412313,0.02957144246638377,0.016020667070460445,0.010927256468728807,-6.671251314681028e-05
5.961,1.86,2,4,45,60,10,0.009082217973231358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07838024075708622,0.24164405692436353,-0.03139679626068994,0.09666416897387443,-0.027532518818419983,-0.20074683348197106,0.06503468441624853,-0.05668624492832818,-0.03357186542474267,0.022974682913694616,-0.007131579267286271,-0.005238295228863835,0.015060319876862314,-0.00640407998586825,-0.021763777978816345,0.010573070130768955,-0.004205349173596308,0.023267778579043944,-0.023825223725154717,0.013195566842979203,-0.003603093255006272,0.012645973829357683,0.007139877112178892,-0.0010900897483006817,-0.001479151586309048,-0.00786638116865137,-0.002726578547247966,0.013335967416338074,-0.004549358557112826,-0.011109911655576834,0.011118479290951666,-0.011077710729618388,0.03673068567998218,0.0011191259072306638,-0.0005609017348404545,0.02487621996396948,-0.013049632984507233,0.0042674865792213116,0.0049985138222958265,0.027441277637945974,0.029855072833924145,0.014797061886311589,0.013674497508334847,-0.013402653107460237,0.02716222447880671,0.0077258040923852715,0.018909044298361193,0.007059272173225601,0.00639687315125417,-0.00038523265507167496,0.019186995072339313,0.0584683668156901,0.025851489708459074
5.961,2.63,2,4,60,60,12,0.0029875717017208412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04414259441868825,0.04952844843437337,0.012523859606457697,0.008459236644520697,-0.045924809330695336,0.049542122390461026,-0.006844026593019322,0.029338676299235172,0.03327421118038031,-0.05217566826132866,-0.017009041047431037,-0.03840056145355891,-0.02888503515393527,-0.006984206475764967,-0.06198363823801656,0.004558065119457645,-0.09790940796536704,-0.04096211094090707,0.01613783797243242,-0.028830888401910622,-0.2363946821407623,0.1070859276403206,0.1120461219299778,0.05503460041038875,0.3534102307105492,0.363209328336111,0.1319290139099464,-0.15771347703947636,0.057448382559362916,0.013433752142454323,0.10412339227222572,0.08271024087586527,-0.14788976043330462,-0.09682740251698929,0.023059612584893655,0.043213123122857564,0.035749748423805724,0.006818490554176063,-0.08913317865495646,-0.04049291893497957,0.04207175625928215,-0.07691793586197518,0.03179276904126167,0.03190568449141494,0.003656879524975322,0.07499381230119068,-0.058186946477818274,0.27039939525030116,-0.005570278745896832,0.11379516642688794,0.04524644787124528,0.03508724661528358,-0.15182124416556744
5.96,3.47,2,6,120,120,14,0.00011950286806883365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.016677236378415304,0.0275559215172119,0.0006928288120671617,0.0002440525311436343,-0.0022444740832171864,0.014009332381967861,-0.0036531914141374354,0.0038279352622897396,0.0006383347827169017,-0.013220197174957515,0.0028136698420363326,0.01847734812112851,-0.009534012094640089,0.007209706210364959,-0.021440607394695853,0.0039021510507718615,-0.015092984202324314,-0.007848622321218007,-0.007456773006148842,-0.0033515954729064395,0.00034359443078063384,0.003004153649358032,0.015147860754423481,0.0051397132324905405,0.014967352199521344,0.008263892104409375,-0.00665083353915315,0.014069745253978687,-0.009349967708528289,0.020405141415005778,-0.01634126719716701,0.017128152783471726,0.007605394146238774,0.02269797006471739,-0.0044676083341543184,0.007990573341028186,0.01834281965528388,-0.02004325724415398,-0.036186557063879576,-0.008385483252766333,-0.02287496976191898,-0.012968967619624228,0.016226460687531072,0.023799890986895725,-0.052597258067744936,-0.0012698857007628168,0.04452795348532401,-0.06191432002405794,-0.0033074494665091677,-0.03406001563979014,-0.002606704292769905,0.008029359732791877,0.02044865394449042
5.959,1.85,2,2,30,30,10,0.0004780114722753346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2870162850748061,-0.009004716228343812,-0.026223768407710926,0.03775221495051014,-0.02743692216885657,0.06756380821370887,-0.09250040279611693,-0.02026993843333117,0.019014599139760613,0.0004046977596730611,0.0033782829615771944,-0.041445484576067136,-0.012531732466609064,0.03358365024135284,-0.025810982153500257,0.03224481910269706,-0.08914771513429577,0.006795667996091452,0.025341813762972263,0.04854272245098481,-0.06296997608928807,0.03253688888897329,-0.011788896585189583,-0.016430207072523177,-0.009164126549137092,0.05837499370613209,-0.008757634046888906,-0.013212663757244902,-0.03259482256190748,-0.03826048458072241,-0.07674352955722667,-0.030437295635849557,-0.014892989839455186,0.04132771774004847,0.0018480373812124788,-0.030933279944845116,0.05444668911232613,-0.02129913228940939,0.0304923437172814,0.014653615332780723,0.0936186275561532,0.0035336854862188147,0.026580036540342557,0.09292044838159372,0.08492928715695051,0.018366127296208703,-0.050962451454364316,0.05598964346885524,0.04085842418372956,-0.006054069002926342,-0.0058509393240398794,-0.00023501519020965205,0.0665194838864045
5.959,3.39,2,6,15,60,10,0.014937858508604206,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07315613547471898,0.0672013603073283,0.10678925877628266,-0.04197787032358741,-0.11882793183547544,-0.006223274606793639,-0.029766287639533488,-0.03711964812965508,0.2803682050672978,0.08528722122605806,0.1019318186914921,0.0034721906492253224,-0.05291262062289052,0.018640871459790927,0.0626500569521722,0.11825079847654686,0.081965218691182,-0.15223163438131673,-0.1381114087911704,-0.06989990131611953,-0.08747818157653335,-0.08041050158060092,0.013394445061147574,-0.059669504811270535,-0.13014507473469883,-0.0786952513390461,0.2324363521565385,0.03143339639460937,-0.025156412756921046,-0.00423488066177872,-0.05253034868111658,0.06720671124466616,-0.09706765320305158,-0.06646154232219487,0.028642265560166066,0.018886561059065228,-0.06672457876172723,0.06781080125755602,-0.011898939798074845,-0.08108390124273433,-0.03814308143832791,-0.03430791649882491,0.03534625193370808,0.039371350090277535,0.03093537351266072,0.03664391652857238,-0.09155797103300523,-0.06696650293377188,0.02287647815289371,-0.039907729024759794,-0.07864811087360443,-0.03187387285059657,0.01582011351187767
